,id,credits,cast_count,director
7625,tm956129,"[{'person_id': 1236618, 'name': 'Trevor B. Nagle', 'character': 'Hansen', 'role': 'ACTOR'}, {'person_id': 2025474, 'name': 'Jeffrey Alan Foster', 'character': 'Davies', 'role': 'ACTOR'}, {'person_id': 2202936, 'name': 'Kenny Beers', 'character': 'Milton', 'role': 'ACTOR'}, {'person_id': 848194, 'name': 'Bryan Wilks', 'character': 'Harold Nash', 'role': 'ACTOR'}, {'person_id': 817359, 'name': 'Vint Carmona', 'character': 'General Kishimoto', 'role': 'ACTOR'}, {'person_id': 862955, 'name': 'Derek Crowe', 'character': 'Kelly', 'role': 'ACTOR'}, {'person_id': 2023232, 'name': 'Jaren Anderson', 'character': 'Rogers', 'role': 'ACTOR'}, {'person_id': 827967, 'name': 'Josiah Frampton', 'character': 'James', 'role': 'ACTOR'}, {'person_id': 1163253, 'name': 'Chris Hatch', 'character': 'Falcon', 'role': 'ACTOR'}, {'person_id': 1236648, 'name': 'Robert Paine', 'character': 'Lt. Garten', 'role': 'ACTOR'}, {'person_id': 1236509, 'name': 'Kevin Karrick', 'character': 'General Miller', 'role': 'ACTOR'}, {'person_id': 1666635, 'name': 'Steve Tanabe', 'character': 'Sgt. Anderson', 'role': 'ACTOR'}, {'person_id': 972527, 'name': 'Ken Thrift', 'character': 'Sgt. Gunn', 'role': 'ACTOR'}, {'person_id': 779091, 'name': 'Alexander Nguyen', 'character': 'Charlie', 'role': 'ACTOR'}, {'person_id': 2199493, 'name': 'Patrick Chico', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655217, 'name': 'Jesse Deacon', 'character': 'Hilton', 'role': 'ACTOR'}, {'person_id': 2199643, 'name': 'Bryan Palacios', 'character': 'Ramsay', 'role': 'ACTOR'}, {'person_id': 2128842, 'name': 'Jason Zlatkus', 'character': 'Barnes', 'role': 'ACTOR'}, {'person_id': 2025491, 'name': 'Christopher Willson', 'character': 'Sterling', 'role': 'ACTOR'}, {'person_id': 2013148, 'name': 'Gina Yip', 'character': 'Honey', 'role': 'ACTOR'}, {'person_id': 2199528, 'name': 'Chelsey Tera', 'character': 'Daisy', 'role': 'ACTOR'}, {'person_id': 332465, 'name': 'Thomas Nguyen', 'character': 'Miyoko', 'role': 'ACTOR'}, {'person_id': 2013210, 'name': 'Michael Monagle', 'character': 'Hart', 'role': 'ACTOR'}, {'person_id': 2199234, 'name': 'Dominic Dunnaway', 'character': 'Jones', 'role': 'ACTOR'}, {'person_id': 834444, 'name': 'Boynton Paek', 'character': 'Kobayashi', 'role': 'ACTOR'}, {'person_id': 856149, 'name': 'Stan Szeto', 'character': 'Ito', 'role': 'ACTOR'}, {'person_id': 806914, 'name': 'Brian Marquez', 'character': 'Nakamura', 'role': 'ACTOR'}, {'person_id': 2013205, 'name': 'Dean Paul Obsuna', 'character': 'Kato', 'role': 'ACTOR'}, {'person_id': 2199497, 'name': 'K. Cheng', 'character': 'Ikeda', 'role': 'ACTOR'}, {'person_id': 2199331, 'name': 'Dimingo Soriano', 'character': 'Okada', 'role': 'ACTOR'}, {'person_id': 2199495, 'name': 'William Webe Benarto', 'character': 'Ishida', 'role': 'ACTOR'}, {'person_id': 2025498, 'name': 'Paul Yang', 'character': 'Fuji', 'role': 'ACTOR'}, {'person_id': 827951, 'name': 'David Koerner', 'character': 'Guard', 'role': 'ACTOR'}, {'person_id': 2199452, 'name': 'Randel Justin Panlilio', 'character': 'Harada', 'role': 'ACTOR'}, {'person_id': 2199512, 'name': 'Davin Andre Dupuis', 'character': 'Mechanic', 'role': 'ACTOR'}, {'person_id': 806965, 'name': 'Maralynn Adams', 'character': 'Theater Patron', 'role': 'ACTOR'}, {'person_id': 195415, 'name': 'Michael Fredianelli', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",36.0,Michael Fredianelli
7626,tm956411,"[{'person_id': 955819, 'name': 'Franziska Schissler', 'character': 'Sage', 'role': 'ACTOR'}, {'person_id': 2222916, 'name': 'Alex Ryan Brown', 'character': 'Solomon', 'role': 'ACTOR'}, {'person_id': 2223474, 'name': 'Chase Garland', 'character': 'James', 'role': 'ACTOR'}, {'person_id': 2223133, 'name': 'Olivia Rivera', 'character': 'Kira', 'role': 'ACTOR'}, {'person_id': 416890, 'name': 'Mike Markoff', 'character': 'Gabriel', 'role': 'ACTOR'}, {'person_id': 989802, 'name': 'Jamaal Burden', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",5.0,Jamaal Burden
7627,tm956412,"[{'person_id': 391677, 'name': 'Cappadonna', 'character': 'Self', 'role': 'ACTOR'}, {'person_id': 1696213, 'name': 'Sean Miyashiro', 'character': 'Self', 'role': 'ACTOR'}, {'person_id': 60914, 'name': 'Zakk Wylde', 'character': 'Self', 'role': 'ACTOR'}, {'person_id': 48550, 'name': 'Anthony Wonke', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,Anthony Wonke
7628,tm956559,"[{'person_id': 329509, 'name': 'Eric Gorlow', 'character': 'Let', 'role': 'ACTOR'}, {'person_id': 641755, 'name': 'Kara Schaaf', 'character': 'Celeste', 'role': 'ACTOR'}, {'person_id': 1956706, 'name': 'Douglas M. Eames', 'character': 'Markus', 'role': 'ACTOR'}, {'person_id': 1956358, 'name': 'Lucia Joyce', 'character': 'Aurora', 'role': 'ACTOR'}, {'person_id': 329509, 'name': 'Eric Gorlow', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",4.0,Eric Gorlow
7629,tm956747,"[{'person_id': 1900875, 'name': 'Natascha Adams', 'character': 'Renee Baker', 'role': 'ACTOR'}, {'person_id': 1901563, 'name': 'Aleshia Price', 'character': 'Kristin Baker', 'role': 'ACTOR'}, {'person_id': 1900926, 'name': 'P.J. Barnes', 'character': ""Felix 'Flip' Baker"", 'role': 'ACTOR'}, {'person_id': 22202, 'name': 'Keith Welborn', 'character': 'Lee Baker', 'role': 'ACTOR'}, {'person_id': 1901220, 'name': 'Ole Goode', 'character': 'Vern Baker', 'role': 'ACTOR'}, {'person_id': 1901352, 'name': 'Elizabeth Byland', 'character': 'Paige', 'role': 'ACTOR'}, {'person_id': 1901079, 'name': 'Tracie Frank', 'character': 'Vivian', 'role': 'ACTOR'}, {'person_id': 1971920, 'name': 'Renaissance Jones', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1901335, 'name': 'Andre Hopson', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",8.0,Andre Hopson
7630,tm956908,"[{'person_id': 212595, 'name': 'Mohan', 'character': 'Raja', 'role': 'ACTOR'}, {'person_id': 486857, 'name': 'Madhuri', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 839468, 'name': 'Devilalitha', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 67679, 'name': 'Manorama', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 132795, 'name': 'S. S. Chandran', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 145788, 'name': 'Vinu Chakravarthy', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 478983, 'name': 'Loose Mohan', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 482735, 'name': 'Chitralaya Gopu', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Chitralaya Gopu
7631,tm957127,"[{'person_id': 842818, 'name': 'Anand Deverakonda', 'character': 'Raghava', 'role': 'ACTOR'}, {'person_id': 241907, 'name': 'Varsha Bollamma', 'character': 'Sandhya', 'role': 'ACTOR'}, {'person_id': 2105878, 'name': 'Goparaju Ramana', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 2107631, 'name': 'Chaitanya Garikipati', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1641865, 'name': 'Divya Drishti', 'character': 'Gauthami', 'role': 'ACTOR'}, {'person_id': 238625, 'name': 'Tharun Bhascker Dhaassyam', 'character': 'Cameo', 'role': 'ACTOR'}, {'person_id': 1678969, 'name': 'Vinod Anantoju', 'character': 'Hotel Directing Guy', 'role': 'ACTOR'}, {'person_id': 1678969, 'name': 'Vinod Anantoju', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Vinod Anantoju
7632,tm95765,"[{'person_id': 73323, 'name': 'Lon Chaney', 'character': 'Yen Sin', 'role': 'ACTOR'}, {'person_id': 113389, 'name': 'Marguerite De La Motte', 'character': 'Sympathy Gibbs', 'role': 'ACTOR'}, {'person_id': 219971, 'name': 'Harrison Ford', 'character': 'John Malden', 'role': 'ACTOR'}, {'person_id': 73327, 'name': 'John St. Polis', 'character': 'Nate Snow', 'role': 'ACTOR'}, {'person_id': 108229, 'name': 'Walter Long', 'character': 'Daniel Gibbs', 'role': 'ACTOR'}, {'person_id': 582859, 'name': 'Buddy Messinger', 'character': ""'Mr. Bad Boy'"", 'role': 'ACTOR'}, {'person_id': 155810, 'name': 'Tom Forman', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,Tom Forman
7633,tm95818,"[{'person_id': 60481, 'name': 'Lon Chaney Jr.', 'character': 'Charles ""Butcher"" Benton', 'role': 'ACTOR'}, {'person_id': 15937, 'name': 'Max Showalter', 'character': 'Richard Chasen', 'role': 'ACTOR'}, {'person_id': 98666, 'name': 'Marian Carr', 'character': 'Eva Martin', 'role': 'ACTOR'}, {'person_id': 113372, 'name': 'Ross Elliott', 'character': 'Paul Lowe', 'role': 'ACTOR'}, {'person_id': 137198, 'name': 'Stuart Randall', 'character': 'John Lauder', 'role': 'ACTOR'}, {'person_id': 557254, 'name': 'Ken Terrell', 'character': 'Joe Marcelli', 'role': 'ACTOR'}, {'person_id': 639904, 'name': 'Roy Engle', 'character': 'Desk Sergeant', 'role': 'ACTOR'}, {'person_id': 73659, 'name': 'Peggy Maley', 'character': 'Francine', 'role': 'ACTOR'}, {'person_id': 82256, 'name': 'Robert Shayne', 'character': 'Dr. Bradshaw', 'role': 'ACTOR'}, {'person_id': 17296, 'name': 'Joe Flynn', 'character': ""Bradshaw's Assistant"", 'role': 'ACTOR'}, {'person_id': 36174, 'name': 'Robert Foulk', 'character': 'Harry', 'role': 'ACTOR'}, {'person_id': 134064, 'name': 'Eddie Marr', 'character': '""Carney""', 'role': 'ACTOR'}, {'person_id': 639939, 'name': 'Madge Bennett', 'character': 'Drunken Frump', 'role': 'ACTOR'}, {'person_id': 639889, 'name': 'Madge Cleveland', 'character': ""Witness to Ellis's Death"", 'role': 'ACTOR'}, {'person_id': 543493, 'name': 'Marjorie Stapp', 'character': ""Jimmy's Girl"", 'role': 'ACTOR'}, {'person_id': 639893, 'name': 'Rita Greene', 'character': ""Carney's Girl"", 'role': 'ACTOR'}, {'person_id': 52785, 'name': 'Dorothy Ford', 'character': 'Tall Stripper', 'role': 'ACTOR'}, {'person_id': 62605, 'name': 'Lyle Latell', 'character': 'Unconfirmed', 'role': 'ACTOR'}, {'person_id': 64869, 'name': 'Russell Custer', 'character': 'Unconfirmed', 'role': 'ACTOR'}, {'person_id': 22465, 'name': 'Fred Rapport', 'character': 'Unconfirmed', 'role': 'ACTOR'}, {'person_id': 137692, 'name': 'Jack Pollexfen', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",20.0,Jack Pollexfen
7634,tm958350,"[{'person_id': 2142297, 'name': 'Troy Powell', 'character': 'Nichola', 'role': 'ACTOR'}, {'person_id': 2142472, 'name': 'Sam Ojo', 'character': 'Lucas', 'role': 'ACTOR'}, {'person_id': 1667718, 'name': ""Garrett O'Brien"", 'character': 'Timothy', 'role': 'ACTOR'}, {'person_id': 2142080, 'name': 'Joseph Duke', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 2142045, 'name': 'Emmanuel Ndejito', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,"Joseph Duke, Emmanuel Ndejito"
7635,tm95847,"[{'person_id': 151501, 'name': 'Jane Frazee', 'character': ""Patricia O'Neill"", 'role': 'ACTOR'}, {'person_id': 547954, 'name': 'William Marshall', 'character': 'Johnny Bennett', 'role': 'ACTOR'}, {'person_id': 107577, 'name': 'Gail Patrick', 'character': 'Olivia Radford', 'role': 'ACTOR'}, {'person_id': 154481, 'name': 'Kenny Baker', 'character': 'Byron Jones', 'role': 'ACTOR'}, {'person_id': 35553, 'name': 'Victor McLaglen', 'character': ""Matthew O'Neill"", 'role': 'ACTOR'}, {'person_id': 73842, 'name': 'Irene Rich', 'character': 'Lulu Varden', 'role': 'ACTOR'}, {'person_id': 102816, 'name': 'James Ellison', 'character': 'Steve Adams', 'role': 'ACTOR'}, {'person_id': 418785, 'name': 'Janet Martin', 'character': 'Tessie', 'role': 'ACTOR'}, {'person_id': 57717, 'name': 'Franklin Pangborn', 'character': 'Dilly Dillingsworth', 'role': 'ACTOR'}, {'person_id': 15261, 'name': 'Gus Schilling', 'character': 'Eddie Gaskin', 'role': 'ACTOR'}, {'person_id': 133949, 'name': 'Charles Arnt', 'character': 'Olsen', 'role': 'ACTOR'}, {'person_id': 27572, 'name': 'Emory Parnell', 'character': 'The Mayor', 'role': 'ACTOR'}, {'person_id': 13367, 'name': 'Gino Corrado', 'character': 'Tony the Cook (uncredited)', 'role': 'ACTOR'}, {'person_id': 106785, 'name': 'Allan Dwan', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",13.0,Allan Dwan
7636,tm95851,"[{'person_id': 46, 'name': 'Jack La Rue', 'character': 'Paul Girard', 'role': 'ACTOR'}, {'person_id': 64571, 'name': 'Rochelle Hudson', 'character': 'Hilary Ward', 'role': 'ACTOR'}, {'person_id': 10085, 'name': 'Austin Willis', 'character': 'Red North', 'role': 'ACTOR'}, {'person_id': 568731, 'name': 'Frank Perry', 'character': 'Chuck Ward', 'role': 'ACTOR'}, {'person_id': 1240236, 'name': 'Joseph Carr', 'character': 'Andy Moodie', 'role': 'ACTOR'}, {'person_id': 1240239, 'name': 'Florence Kennedy', 'character': 'Mrs. Ward', 'role': 'ACTOR'}, {'person_id': 154679, 'name': 'Louise Campbell', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 568732, 'name': 'Sterling Campbell', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Sterling Campbell
7637,tm958588,"[{'person_id': 1389217, 'name': 'Marissa Miller', 'character': 'Vanessa', 'role': 'ACTOR'}, {'person_id': 1287981, 'name': 'Christopher Allen', 'character': 'Detective Carter', 'role': 'ACTOR'}, {'person_id': 1013285, 'name': 'Robert L. Parker III', 'character': 'Detective Fred', 'role': 'ACTOR'}, {'person_id': 2060633, 'name': 'Robin Michelle Lee', 'character': 'Officer Lee', 'role': 'ACTOR'}, {'person_id': 2060748, 'name': 'Cortez Maxwell', 'character': 'Casey', 'role': 'ACTOR'}, {'person_id': 2060640, 'name': 'Keni Boykin', 'character': 'Officer Ken', 'role': 'ACTOR'}, {'person_id': 2060716, 'name': 'John Bardell', 'character': 'Henry', 'role': 'ACTOR'}, {'person_id': 1288191, 'name': 'Jeff Horner', 'character': 'KJ', 'role': 'ACTOR'}, {'person_id': 1013285, 'name': 'Robert L. Parker III', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",8.0,Robert L. Parker III
7638,tm958845,"[{'person_id': 2047295, 'name': 'Mark Sherwood', 'character': 'Self', 'role': 'ACTOR'}, {'person_id': 2047125, 'name': 'Kelsey LaCourse', 'character': 'Michele Neil', 'role': 'ACTOR'}, {'person_id': 2047284, 'name': 'Sarah Ehambe', 'character': 'Jesse Maid of Honor', 'role': 'ACTOR'}, {'person_id': 2047082, 'name': 'Svetlana Simmons', 'character': 'Dr. Michele Neil', 'role': 'ACTOR'}, {'person_id': 2047276, 'name': 'David Tran Nguyen', 'character': 'Master Cho', 'role': 'ACTOR'}, {'person_id': 2047267, 'name': 'K.C. Lupp', 'character': 'Jim the Best Man', 'role': 'ACTOR'}, {'person_id': 2047114, 'name': 'Corbin Pierce', 'character': 'Officer Brian', 'role': 'ACTOR'}, {'person_id': 224654, 'name': 'Cassie Self', 'character': 'Julie', 'role': 'ACTOR'}, {'person_id': 478390, 'name': 'Eduardo Saucedo', 'character': 'Fighter 1', 'role': 'ACTOR'}, {'person_id': 1426590, 'name': 'Lisandro Boccacci', 'character': 'Egg Guy 1', 'role': 'ACTOR'}, {'person_id': 2047243, 'name': 'Stevie Fernandez', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",10.0,Stevie Fernandez
7639,tm959265,"[{'person_id': 232005, 'name': 'Ashley Campbell', 'character': 'Sarah', 'role': 'ACTOR'}, {'person_id': 1931201, 'name': 'Rose Donahue', 'character': 'News Reporter', 'role': 'ACTOR'}, {'person_id': 344231, 'name': 'Donna Hamblin', 'character': 'Laura', 'role': 'ACTOR'}, {'person_id': 1930851, 'name': 'Monika Meyer', 'character': 'Dr. Valdez', 'role': 'ACTOR'}, {'person_id': 265054, 'name': 'John Migliore', 'character': 'Mr. Hanes', 'role': 'ACTOR'}]",5.0,
7640,tm95943,"[{'person_id': 417720, 'name': 'Liza Balkan', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 178928, 'name': 'Jeremy Blackman', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 10266, 'name': 'Jason Blicker', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 417721, 'name': 'Hart Boykin', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 12537, 'name': 'David Brown', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 82844, 'name': 'Rufus Crawford', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 417722, 'name': 'Darlene Cooke', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 19469, 'name': 'Mario Van Peebles', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 88842, 'name': 'Jeremy Kagan', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",8.0,Jeremy Kagan
7641,tm959551,"[{'person_id': 1696395, 'name': 'Jamal Franklin', 'character': 'Daniel', 'role': 'ACTOR'}, {'person_id': 1678609, 'name': 'Laura Jean Marsh', 'character': 'Lara', 'role': 'ACTOR'}, {'person_id': 105185, 'name': 'Nick Helm', 'character': 'Tim', 'role': 'ACTOR'}, {'person_id': 142759, 'name': 'Richard Herring', 'character': 'Murray', 'role': 'ACTOR'}, {'person_id': 435054, 'name': 'Charlotte Weston', 'character': 'Suzie', 'role': 'ACTOR'}, {'person_id': 658937, 'name': 'Charlotte Milchard', 'character': 'Fifi', 'role': 'ACTOR'}, {'person_id': 1696326, 'name': 'Luke Maskell', 'character': 'Stevie', 'role': 'ACTOR'}, {'person_id': 184215, 'name': 'Denise Orita', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1696149, 'name': 'Bethany Slater', 'character': 'Bella', 'role': 'ACTOR'}, {'person_id': 1696350, 'name': 'Josh Harper', 'character': 'Jasper', 'role': 'ACTOR'}, {'person_id': 1977294, 'name': 'Edward Travers', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 908194, 'name': 'Nadia Lamin', 'character': 'Zee', 'role': 'ACTOR'}, {'person_id': 1977147, 'name': 'Connor McCreedy', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1977039, 'name': 'Zelda Rossett Colon', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1976948, 'name': 'Tom Greatorex', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1695988, 'name': 'Noah Butt', 'character': 'Ru', 'role': 'ACTOR'}, {'person_id': 1310937, 'name': 'Sam Bird', 'character': 'Danny', 'role': 'ACTOR'}, {'person_id': 1696294, 'name': 'Dorian Cox', 'character': 'Guitarist', 'role': 'ACTOR'}, {'person_id': 1803554, 'name': 'Wendi Walker', 'character': 'Aunt Bebe', 'role': 'ACTOR'}, {'person_id': 1803388, 'name': 'Kate Jackson', 'character': 'Art Teacher', 'role': 'ACTOR'}, {'person_id': 1678609, 'name': 'Laura Jean Marsh', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",20.0,Laura Jean Marsh
7642,tm95965,"[{'person_id': 137466, 'name': 'Lynne Roberts', 'character': 'Pat Brown Morgan', 'role': 'ACTOR'}, {'person_id': 65199, 'name': 'Warren Douglas', 'character': 'Steve Morgan', 'role': 'ACTOR'}, {'person_id': 49131, 'name': 'Gerald Mohr', 'character': 'Mark Townley', 'role': 'ACTOR'}, {'person_id': 70032, 'name': 'Stephanie Bachelor', 'character': 'Vera Lane', 'role': 'ACTOR'}, {'person_id': 86048, 'name': 'Adele Mara', 'character': 'Sugar Lee', 'role': 'ACTOR'}, {'person_id': 132394, 'name': 'Grady Sutton', 'character': 'George Sheffield', 'role': 'ACTOR'}, {'person_id': 569433, 'name': 'Donia Bussey', 'character': 'Mrs. Sheffield', 'role': 'ACTOR'}, {'person_id': 34184, 'name': 'Ruth Lee', 'character': 'Lita Andrews', 'role': 'ACTOR'}, {'person_id': 138054, 'name': 'Charles Coleman', 'character': ""Jefferson O'Neal"", 'role': 'ACTOR'}, {'person_id': 57846, 'name': 'Dorothy Christy', 'character': 'Clerk', 'role': 'ACTOR'}, {'person_id': 47792, 'name': 'Gladys Blake', 'character': ""Townley's Secretary"", 'role': 'ACTOR'}, {'person_id': 566751, 'name': 'Paul Bradley', 'character': 'Headwaiter (uncredited)', 'role': 'ACTOR'}, {'person_id': 584394, 'name': 'Douglas Carter', 'character': 'Waiter', 'role': 'ACTOR'}, {'person_id': 58335, 'name': 'Helen Dickson', 'character': 'Flustered Matron', 'role': 'ACTOR'}, {'person_id': 25657, 'name': 'William Haade', 'character': 'Cop', 'role': 'ACTOR'}, {'person_id': 59095, 'name': 'Bobby Johnson', 'character': 'Red Cap', 'role': 'ACTOR'}, {'person_id': 62596, 'name': 'Harry Lauter', 'character': 'Boy Model', 'role': 'ACTOR'}, {'person_id': 567495, 'name': 'Mary Meade', 'character': 'Girl Model', 'role': 'ACTOR'}, {'person_id': 565643, 'name': 'Frank Meredith', 'character': 'Cell Guard', 'role': 'ACTOR'}, {'person_id': 27311, 'name': 'William Newell', 'character': 'Stage Manager', 'role': 'ACTOR'}, {'person_id': 14767, 'name': 'Alexander Pollard', 'character': 'Waiter', 'role': 'ACTOR'}, {'person_id': 153916, 'name': 'Tommy Ryan', 'character': 'Delivery Boy', 'role': 'ACTOR'}, {'person_id': 41706, 'name': 'Lee Shumway', 'character': 'Conductor', 'role': 'ACTOR'}, {'person_id': 27331, 'name': 'Larry Steers', 'character': 'Guest', 'role': 'ACTOR'}, {'person_id': 137637, 'name': 'John Vosper', 'character': 'Captain', 'role': 'ACTOR'}, {'person_id': 61642, 'name': 'Albert S. Rogell', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",25.0,Albert S. Rogell
7643,tm959868,"[{'person_id': 1583776, 'name': 'Rick Korn', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",,Rick Korn
7644,tm960023,"[{'person_id': 334849, 'name': 'Thomas Sowell', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 1196570, 'name': 'Eric July', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 1014812, 'name': 'Dave Rubin', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 418820, 'name': 'Larry Elder', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 68582, 'name': 'Steven Pinker', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 901137, 'name': 'Walter Williams', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 1833188, 'name': 'Jason Riley', 'character': 'Himself', 'role': 'ACTOR'}]",7.0,
7645,tm960060,"[{'person_id': 1996233, 'name': 'Nova Blanco-Rico', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1996437, 'name': 'Kevin To', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1996336, 'name': 'Gagandeep Chahal', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1996393, 'name': 'Fuga Obidi', 'character': 'Not Applicable', 'role': 'ACTOR'}]",4.0,
7646,tm96019,"[{'person_id': 1534, 'name': 'Jackie Chan', 'character': 'Bob Ho', 'role': 'ACTOR'}, {'person_id': 11087, 'name': 'Amber Valletta', 'character': 'Gillian', 'role': 'ACTOR'}, {'person_id': 35593, 'name': 'Madeline Carroll', 'character': 'Farren', 'role': 'ACTOR'}, {'person_id': 53808, 'name': 'Alina Foley', 'character': 'Nora', 'role': 'ACTOR'}, {'person_id': 53809, 'name': 'Magnús Scheving', 'character': 'Anton Poldark', 'role': 'ACTOR'}, {'person_id': 31450, 'name': 'Billy Ray Cyrus', 'character': 'Colton James', 'role': 'ACTOR'}, {'person_id': 8987, 'name': 'George Lopez', 'character': 'Glaze', 'role': 'ACTOR'}, {'person_id': 53810, 'name': 'Katherine Boecher', 'character': 'Creel', 'role': 'ACTOR'}, {'person_id': 14150, 'name': 'Will Shadley', 'character': 'Ian', 'role': 'ACTOR'}, {'person_id': 2814, 'name': 'Lucas Till', 'character': 'Larry', 'role': 'ACTOR'}, {'person_id': 35265, 'name': 'Mia Stallard', 'character': 'Cute Girl', 'role': 'ACTOR'}, {'person_id': 53811, 'name': 'Maverick McWilliams', 'character': 'Chad', 'role': 'ACTOR'}, {'person_id': 53812, 'name': 'Quinn Mason', 'character': 'Carl', 'role': 'ACTOR'}, {'person_id': 53813, 'name': 'Margaret Murphy', 'character': 'Mom', 'role': 'ACTOR'}, {'person_id': 28377, 'name': 'Esodie Geiger', 'character': 'Principal', 'role': 'ACTOR'}, {'person_id': 7420, 'name': 'Jeff Chase', 'character': 'Russian Thug', 'role': 'ACTOR'}, {'person_id': 16644, 'name': 'Arron Shiver', 'character': 'Scientist', 'role': 'ACTOR'}, {'person_id': 873845, 'name': 'Scott Workman', 'character': 'Russian Thug', 'role': 'ACTOR'}, {'person_id': 23236, 'name': 'Tim Connolly', 'character': 'Russian Thug', 'role': 'ACTOR'}, {'person_id': 24538, 'name': 'Brian Levant', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",19.0,Brian Levant
