,id,credits,cast_count,director
3564,tm28189,"[{'person_id': 21994, 'name': 'Boris Karloff', 'character': 'Baron Victor Frederick Von Leppe', 'role': 'ACTOR'}, {'person_id': 7204, 'name': 'Jack Nicholson', 'character': 'Lt. Andre Duvalier', 'role': 'ACTOR'}, {'person_id': 73920, 'name': 'Sandra Knight', 'character': 'Helene / Ghost of Ilsa The Baroness Von Leppe', 'role': 'ACTOR'}, {'person_id': 1062, 'name': 'Dick Miller', 'character': 'Stefan', 'role': 'ACTOR'}, {'person_id': 40603, 'name': 'Dorothy Neumann', 'character': ""Katrina, Witch / Eric's Mother"", 'role': 'ACTOR'}, {'person_id': 36177, 'name': 'Jonathan Haze', 'character': 'Gustaf', 'role': 'ACTOR'}, {'person_id': 7204, 'name': 'Jack Nicholson', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 5872, 'name': 'Roger Corman', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 11994, 'name': 'Francis Ford Coppola', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 1838016, 'name': 'Jack Hale', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 56386, 'name': 'Monte Hellman', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 57646, 'name': 'Jack Hill', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 1393335, 'name': 'Dennis Jakob', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,"Jack Nicholson, Roger Corman, Francis Ford Coppola, Jack Hale, Monte Hellman, Jack Hill, Dennis Jakob"
3565,tm28198,"[{'person_id': 7794, 'name': 'Eddie Shin', 'character': 'Terry Phoo', 'role': 'ACTOR'}, {'person_id': 55265, 'name': 'Jaime Winstone', 'character': 'Whitey Action', 'role': 'ACTOR'}, {'person_id': 85200, 'name': 'Ed Weeks', 'character': 'Prince William', 'role': 'ACTOR'}, {'person_id': 1048124, 'name': 'Theo Cross', 'character': 'Prince Harry', 'role': 'ACTOR'}, {'person_id': 26444, 'name': 'Phil Cornwell', 'character': 'Jimmy Freebie (voice)', 'role': 'ACTOR'}, {'person_id': 851569, 'name': 'Jason Tompkins', 'character': 'Jimmy Freebie', 'role': 'ACTOR'}, {'person_id': 27636, 'name': 'Danny Webb', 'character': 'Lord Rothwell', 'role': 'ACTOR'}, {'person_id': 98386, 'name': 'Richard Ng', 'character': 'Sifu Chien', 'role': 'ACTOR'}]",8.0,
3566,tm282385,"[{'person_id': 124577, 'name': 'Dhanush', 'character': 'Raghu', 'role': 'ACTOR'}, {'person_id': 602162, 'name': 'Megha Akash', 'character': 'Lekha Subramaniyam', 'role': 'ACTOR'}, {'person_id': 141514, 'name': 'Sunaina', 'character': 'Meera', 'role': 'ACTOR'}, {'person_id': 162090, 'name': 'M. Sasikumar', 'character': 'Thiru', 'role': 'ACTOR'}, {'person_id': 134423, 'name': 'Vela Ramamoorthy', 'character': ""Raghu's Father"", 'role': 'ACTOR'}, {'person_id': 45432, 'name': 'Rana Daggubati', 'character': 'Guest Appearance', 'role': 'ACTOR'}, {'person_id': 242288, 'name': 'Arjun Chidambaram', 'character': 'Police Officer', 'role': 'ACTOR'}, {'person_id': 899858, 'name': 'Rakendu Mouli Vennelakanti', 'character': 'Vasanth', 'role': 'ACTOR'}, {'person_id': 179316, 'name': 'Munna Simon', 'character': 'Anand Bhai', 'role': 'ACTOR'}, {'person_id': 305634, 'name': 'Sanjana Sarathy', 'character': 'Sanjana', 'role': 'ACTOR'}, {'person_id': 1844898, 'name': 'Sindhuri', 'character': 'Saranya', 'role': 'ACTOR'}, {'person_id': 2167333, 'name': 'Ajith Koshy', 'character': 'Inspector Ajith', 'role': 'ACTOR'}, {'person_id': 1782318, 'name': 'Meena Vemuri', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 2172878, 'name': 'Ashwin Kumar', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 146101, 'name': 'Gautham Vasudev Menon', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,Gautham Vasudev Menon
3567,tm28243,"[{'person_id': 2859, 'name': 'Cate Blanchett', 'character': 'Annie Wilson', 'role': 'ACTOR'}, {'person_id': 3085, 'name': 'Giovanni Ribisi', 'character': 'Buddy Cole', 'role': 'ACTOR'}, {'person_id': 3036, 'name': 'Keanu Reeves', 'character': 'Donnie Barksdale', 'role': 'ACTOR'}, {'person_id': 6720, 'name': 'Katie Holmes', 'character': 'Jessica King', 'role': 'ACTOR'}, {'person_id': 14049, 'name': 'Greg Kinnear', 'character': 'Wayne Collins', 'role': 'ACTOR'}, {'person_id': 18409, 'name': 'Hilary Swank', 'character': 'Valerie Barksdale', 'role': 'ACTOR'}, {'person_id': 7246, 'name': 'Michael Jeter', 'character': 'Gerald Weems', 'role': 'ACTOR'}, {'person_id': 27374, 'name': 'Kim Dickens', 'character': 'Linda', 'role': 'ACTOR'}, {'person_id': 8901, 'name': 'Gary Cole', 'character': 'David Duncan', 'role': 'ACTOR'}, {'person_id': 6559, 'name': 'Rosemary Harris', 'character': ""Annie's Granny"", 'role': 'ACTOR'}, {'person_id': 1802, 'name': 'J.K. Simmons', 'character': 'Sheriff Pearl Johnson', 'role': 'ACTOR'}, {'person_id': 10446, 'name': 'Chelcie Ross', 'character': 'Kenneth King', 'role': 'ACTOR'}, {'person_id': 8919, 'name': 'John Beasley', 'character': 'Albert Hawkins', 'role': 'ACTOR'}, {'person_id': 129068, 'name': 'Lynnsee Provence', 'character': 'Mike Wilson', 'role': 'ACTOR'}, {'person_id': 439614, 'name': 'Hunter McGilvray', 'character': 'Miller Wilson', 'role': 'ACTOR'}, {'person_id': 1623088, 'name': 'Nathan Lee Lewis', 'character': 'Cornelius', 'role': 'ACTOR'}, {'person_id': 1623114, 'name': 'Benjamin Peacock', 'character': 'Tommy', 'role': 'ACTOR'}, {'person_id': 2371153, 'name': 'Alex Lee', 'character': 'Paul Dean', 'role': 'ACTOR'}, {'person_id': 1623025, 'name': 'Clay James', 'character': 'Stanley', 'role': 'ACTOR'}, {'person_id': 439613, 'name': 'David Brannen', 'character': 'Ben Wilson', 'role': 'ACTOR'}, {'person_id': 65958, 'name': 'Russell Durham Comegys', 'character': 'Ben Sr.', 'role': 'ACTOR'}, {'person_id': 448094, 'name': 'Janell McLeod', 'character': 'Mrs. Francis', 'role': 'ACTOR'}, {'person_id': 483758, 'name': 'Robby Preddy', 'character': 'Lady #2', 'role': 'ACTOR'}, {'person_id': 1623153, 'name': 'Lucky Lawrence', 'character': 'Member of The Souvenirs Band / Handsome Man at Bar', 'role': 'ACTOR'}, {'person_id': 1623020, 'name': 'Mo', 'character': 'Member of The Souvenirs Band', 'role': 'ACTOR'}, {'person_id': 1623028, 'name': 'Boots Kutz', 'character': 'Member of The Souvenirs Band', 'role': 'ACTOR'}, {'person_id': 1622995, 'name': 'Buck Edwards', 'character': 'Member of The Souvenirs Band', 'role': 'ACTOR'}, {'person_id': 1623079, 'name': 'D.J. Pawlak', 'character': 'Member of The Souvenirs Band', 'role': 'ACTOR'}, {'person_id': 1623110, 'name': 'Kipp Chambers', 'character': 'Boy at Dance', 'role': 'ACTOR'}, {'person_id': 97696, 'name': 'Dallas Johnson', 'character': 'Dallas', 'role': 'ACTOR'}, {'person_id': 6515, 'name': 'Stuart Greer', 'character': 'Officer Huggins', 'role': 'ACTOR'}, {'person_id': 1623096, 'name': 'Jeff Bragg', 'character': 'Jed Barksdale', 'role': 'ACTOR'}, {'person_id': 1887, 'name': 'Danny Elfman', 'character': 'Tommy Lee Ballard', 'role': 'ACTOR'}, {'person_id': 1623027, 'name': 'S.D. Stephens', 'character': 'Deputy on Shore', 'role': 'ACTOR'}, {'person_id': 1623091, 'name': 'Samuel E. Parlin Jr.', 'character': 'Deputy in Boat', 'role': 'ACTOR'}, {'person_id': 1623019, 'name': 'Ed Reddick', 'character': 'Judge', 'role': 'ACTOR'}, {'person_id': 9376, 'name': 'Rebecca Koon', 'character': ""Buddy's Mother"", 'role': 'ACTOR'}, {'person_id': 84423, 'name': 'Erik Cord', 'character': ""Buddy's Father"", 'role': 'ACTOR'}, {'person_id': 1464822, 'name': 'Yvetta Young', 'character': 'Family Friend (uncredited)', 'role': 'ACTOR'}, {'person_id': 210014, 'name': 'Sam Edens', 'character': 'Member of Barksdale Clan (uncredited)', 'role': 'ACTOR'}, {'person_id': 17854, 'name': 'Earl Maddox', 'character': 'Barksdale (uncredited)', 'role': 'ACTOR'}, {'person_id': 750447, 'name': 'Shawn McBride', 'character': 'Courtroom Gallery (uncredited)', 'role': 'ACTOR'}, {'person_id': 7361, 'name': 'Ray Wineteer', 'character': 'Juror (uncredited)', 'role': 'ACTOR'}, {'person_id': 6591, 'name': 'Sam Raimi', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",43.0,Sam Raimi
3568,tm282522,"[{'person_id': 110827, 'name': 'Michael J. Nelson', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 110829, 'name': 'Kevin Murphy', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 96081, 'name': 'Bill Corbett', 'character': 'Himself', 'role': 'ACTOR'}]",3.0,
3569,tm282652,"[{'person_id': 12795, 'name': 'Alison Brie', 'character': 'Sister Alessandra', 'role': 'ACTOR'}, {'person_id': 7893, 'name': 'Dave Franco', 'character': 'Masseto', 'role': 'ACTOR'}, {'person_id': 80830, 'name': 'Kate Micucci', 'character': 'Sister Ginevra', 'role': 'ACTOR'}, {'person_id': 9874, 'name': 'Aubrey Plaza', 'character': 'Sister Fernanda', 'role': 'ACTOR'}, {'person_id': 828, 'name': 'John C. Reilly', 'character': 'Father Tommasso', 'role': 'ACTOR'}, {'person_id': 5151, 'name': 'Molly Shannon', 'character': 'Sister Marea', 'role': 'ACTOR'}, {'person_id': 15921, 'name': 'Fred Armisen', 'character': 'Bishop Bartolomeo', 'role': 'ACTOR'}, {'person_id': 86436, 'name': 'Jemima Kirke', 'character': 'Marta', 'role': 'ACTOR'}, {'person_id': 12798, 'name': 'Lauren Weedman', 'character': 'Francesca', 'role': 'ACTOR'}, {'person_id': 5150, 'name': 'Nick Offerman', 'character': 'Bruno', 'role': 'ACTOR'}, {'person_id': 2427, 'name': 'Paul Reiser', 'character': 'Ilario', 'role': 'ACTOR'}, {'person_id': 27922, 'name': 'Adam Pally', 'character': 'Guard Paolo', 'role': 'ACTOR'}, {'person_id': 10822, 'name': 'Paul Weitz', 'character': 'Lurco', 'role': 'ACTOR'}, {'person_id': 89010, 'name': 'Jon Gabrus', 'character': 'Guard Gregorio', 'role': 'ACTOR'}, {'person_id': 814703, 'name': 'Rolando Abbarchi', 'character': 'Old Man Priest', 'role': 'ACTOR'}, {'person_id': 814696, 'name': 'Teresa Marini', 'character': 'Viola', 'role': 'ACTOR'}, {'person_id': 814697, 'name': 'Dina Lenzi', 'character': 'Elderly Nun', 'role': 'ACTOR'}, {'person_id': 2306557, 'name': 'Maria Irene Vetrano', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 2306600, 'name': 'Letizia Giuntini', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 2306298, 'name': 'Samanta Gualtieri', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 2306174, 'name': 'Sena Lippi', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 2306516, 'name': 'Sonia Luscia', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 1034159, 'name': 'Margherita Ferri', 'character': 'Nun', 'role': 'ACTOR'}, {'person_id': 2306237, 'name': 'Anna Maria Baldocchi', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306001, 'name': 'Benedetta Guintini', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306072, 'name': 'Benedetta Spinetti', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306336, 'name': 'Carla Buscemi', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306003, 'name': 'Elisa Pierini', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306202, 'name': 'Laura Salvini', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306569, 'name': 'Marta Petracchi', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306645, 'name': 'Rossana Bena', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 1710200, 'name': 'Rossella Ambrosini', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306334, 'name': 'Sara Venut', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 2306441, 'name': 'Teresa Recchia', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 1467433, 'name': 'Vanessa Villa', 'character': 'Witch', 'role': 'ACTOR'}, {'person_id': 1888920, 'name': 'Colin DeMartini', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 2204734, 'name': 'Fabio Magnani', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 2305945, 'name': 'Luca Rondinini', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 2306384, 'name': 'Luigi Biava', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 2305967, 'name': 'Pierfrancesco Melley', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 2306021, 'name': 'Paolo Preziuso', 'character': 'Servant', 'role': 'ACTOR'}, {'person_id': 25504, 'name': 'Jeff Baena', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",41.0,Jeff Baena
3570,tm282917,"[{'person_id': 29205, 'name': 'Nick Thune', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 601661, 'name': 'Kevin Flynn', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",1.0,Kevin Flynn
3571,tm283122,"[{'person_id': 8925, 'name': 'Lakeith Stanfield', 'character': 'Colin Warner', 'role': 'ACTOR'}, {'person_id': 17204, 'name': 'Nnamdi Asomugha', 'character': 'Carl King', 'role': 'ACTOR'}, {'person_id': 90302, 'name': 'Natalie Paul', 'character': 'Antoinette', 'role': 'ACTOR'}, {'person_id': 4402, 'name': 'Bill Camp', 'character': 'William Robedee', 'role': 'ACTOR'}, {'person_id': 44919, 'name': 'Nestor Carbonell', 'character': 'Bruce Regenstreich', 'role': 'ACTOR'}, {'person_id': 77537, 'name': 'Amari Cheatom', 'character': 'Leon Grant', 'role': 'ACTOR'}, {'person_id': 49608, 'name': 'Gbenga Akinnagbe', 'character': 'Sampson', 'role': 'ACTOR'}, {'person_id': 77051, 'name': 'Sarah Goldberg', 'character': 'Shirley Robedee', 'role': 'ACTOR'}, {'person_id': 26077, 'name': 'Josh Pais', 'character': 'District Attorney Maffeo', 'role': 'ACTOR'}, {'person_id': 3830, 'name': 'Ron Canada', 'character': 'Judge Marcy', 'role': 'ACTOR'}, {'person_id': 2933, 'name': 'Zach Grenier', 'character': 'Detective Cassel', 'role': 'ACTOR'}, {'person_id': 7279, 'name': 'Yul Vazquez', 'character': 'Commissioner Rafello', 'role': 'ACTOR'}, {'person_id': 16724, 'name': 'Adriane Lenox', 'character': 'Grace', 'role': 'ACTOR'}, {'person_id': 60506, 'name': 'Skylan Brooks', 'character': 'Thomas', 'role': 'ACTOR'}, {'person_id': 1408490, 'name': 'Luke Forbes', 'character': 'Anthony Gibson', 'role': 'ACTOR'}, {'person_id': 232527, 'name': 'Deovana Lauderdale', 'character': 'Bri', 'role': 'ACTOR'}, {'person_id': 1072598, 'name': 'Ras Enoch McCurdie', 'character': 'Hassan Wilton', 'role': 'ACTOR'}, {'person_id': 12480, 'name': 'Noah Lee Margetts', 'character': ""Investigator O'Connor"", 'role': 'ACTOR'}, {'person_id': 229783, 'name': 'Brian Tyree Henry', 'character': 'Massup', 'role': 'ACTOR'}, {'person_id': 77558, 'name': 'Marsha Stephanie Blake', 'character': 'Briana', 'role': 'ACTOR'}, {'person_id': 759170, 'name': 'Shana Solomon', 'character': 'Officer Duffy', 'role': 'ACTOR'}, {'person_id': 82634, 'name': 'Ramon Fernandez', 'character': 'Fernando', 'role': 'ACTOR'}, {'person_id': 96526, 'name': 'Matt Ruskin', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",22.0,Matt Ruskin
3572,tm283348,"[{'person_id': 2286, 'name': 'Sam Elliott', 'character': 'Lee Hayden', 'role': 'ACTOR'}, {'person_id': 49050, 'name': 'Laura Prepon', 'character': 'Charlotte Dylan', 'role': 'ACTOR'}, {'person_id': 5150, 'name': 'Nick Offerman', 'character': 'Jeremy Frost', 'role': 'ACTOR'}, {'person_id': 12346, 'name': 'Krysten Ritter', 'character': 'Lucy Hayden', 'role': 'ACTOR'}, {'person_id': 16995, 'name': 'Katharine Ross', 'character': 'Valarie Hayden', 'role': 'ACTOR'}, {'person_id': 80358, 'name': 'Doug Cox', 'character': 'Doctor', 'role': 'ACTOR'}, {'person_id': 29725, 'name': 'Max Gail', 'character': 'Gary Babcock', 'role': 'ACTOR'}, {'person_id': 2181801, 'name': 'Jackie Joyner', 'character': 'Betsy', 'role': 'ACTOR'}, {'person_id': 43690, 'name': 'Patrika Darbo', 'character': 'Diane', 'role': 'ACTOR'}, {'person_id': 19822, 'name': 'Ali Wong', 'character': 'Ali Wong', 'role': 'ACTOR'}, {'person_id': 17748, 'name': 'Frank Collison', 'character': 'Man in Dream', 'role': 'ACTOR'}, {'person_id': 1040269, 'name': 'Andy Allo', 'character': 'Bartender', 'role': 'ACTOR'}, {'person_id': 120797, 'name': 'Cameron Esposito', 'character': 'Cameron Esposito', 'role': 'ACTOR'}, {'person_id': 29733, 'name': 'Linda Lee McBride', 'character': 'Linda', 'role': 'ACTOR'}, {'person_id': 439085, 'name': 'Christopher May', 'character': 'Director', 'role': 'ACTOR'}, {'person_id': 44133, 'name': 'Todd Giebenhain', 'character': 'Actor', 'role': 'ACTOR'}, {'person_id': 755335, 'name': 'Demetrios Saites', 'character': 'Paparazzi Cameraman', 'role': 'ACTOR'}, {'person_id': 755334, 'name': 'Norman De Buck', 'character': 'Bounty Hunter (uncredited)', 'role': 'ACTOR'}, {'person_id': 414654, 'name': 'Barbara Scolaro', 'character': 'Actress (uncredited)', 'role': 'ACTOR'}, {'person_id': 29735, 'name': 'Brett Haley', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",19.0,Brett Haley
3573,tm28348,"[{'person_id': 2318, 'name': 'Michelle Monaghan', 'character': 'Diane Ford', 'role': 'ACTOR'}, {'person_id': 9873, 'name': 'Nathan Fillion', 'character': 'Runner', 'role': 'ACTOR'}, {'person_id': 14145, 'name': 'Benjamin Bratt', 'character': 'Leonard Bonner', 'role': 'ACTOR'}, {'person_id': 11976, 'name': 'Joey Lauren Adams', 'character': 'Jenny Bell', 'role': 'ACTOR'}, {'person_id': 7378, 'name': 'Jimmy Bennett', 'character': 'Peter', 'role': 'ACTOR'}, {'person_id': 50694, 'name': 'Bryce Johnson', 'character': 'Rick', 'role': 'ACTOR'}, {'person_id': 128459, 'name': 'Brandon Hanson', 'character': 'Tommy', 'role': 'ACTOR'}, {'person_id': 7648, 'name': 'Matthew Lawrence', 'character': 'Scott', 'role': 'ACTOR'}, {'person_id': 16661, 'name': 'Mika Boorem', 'character': 'Plum', 'role': 'ACTOR'}, {'person_id': 4348, 'name': 'Dennis Hayden', 'character': 'Trucker', 'role': 'ACTOR'}, {'person_id': 64257, 'name': 'Franklin Dennis Jones', 'character': 'Jonnie', 'role': 'ACTOR'}, {'person_id': 1116, 'name': 'Johnny Simmons', 'character': 'Teenager #1', 'role': 'ACTOR'}, {'person_id': 47997, 'name': 'James Mottern', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",12.0,James Mottern
3574,tm2838,"[{'person_id': 57716, 'name': 'Joel McCrea', 'character': 'Robert Rainsford', 'role': 'ACTOR'}, {'person_id': 28652, 'name': 'Fay Wray', 'character': 'Eve Trowbridge', 'role': 'ACTOR'}, {'person_id': 28653, 'name': 'Robert Armstrong', 'character': 'Martin Trowbridge', 'role': 'ACTOR'}, {'person_id': 72246, 'name': 'Leslie Banks', 'character': 'Count Zaroff', 'role': 'ACTOR'}, {'person_id': 28654, 'name': 'Noble Johnson', 'character': 'Ivan', 'role': 'ACTOR'}, {'person_id': 28655, 'name': 'Steve Clemente', 'character': 'Tartar', 'role': 'ACTOR'}, {'person_id': 152108, 'name': 'William B. Davidson', 'character': 'Captain (uncredited)', 'role': 'ACTOR'}, {'person_id': 47823, 'name': ""Oscar 'Dutch' Hendrian"", 'character': 'Tartar Servant (uncredited)', 'role': 'ACTOR'}, {'person_id': 28656, 'name': 'James Flavin', 'character': 'First Mate on Yacht (uncredited)', 'role': 'ACTOR'}, {'person_id': 153624, 'name': 'Hale Hamilton', 'character': 'Bill Woodman (uncredited)', 'role': 'ACTOR'}, {'person_id': 27334, 'name': 'Landers Stevens', 'character': ""Yacht Passenger 'Doc' (uncredited)"", 'role': 'ACTOR'}, {'person_id': 62831, 'name': 'Irving Pichel', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 28661, 'name': 'Ernest B. Schoedsack', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,"Irving Pichel, Ernest B. Schoedsack"
3575,tm283839,"[{'person_id': 91074, 'name': 'R. Madhavan', 'character': 'Vikram', 'role': 'ACTOR'}, {'person_id': 161205, 'name': 'Vijay Sethupathi', 'character': 'Vedha', 'role': 'ACTOR'}, {'person_id': 230846, 'name': 'Shraddha Srinath', 'character': 'Priya', 'role': 'ACTOR'}, {'person_id': 133069, 'name': 'Kathir', 'character': 'Pulli', 'role': 'ACTOR'}, {'person_id': 193033, 'name': 'Varalaxmi Sarathkumar', 'character': 'Chandra', 'role': 'ACTOR'}, {'person_id': 208004, 'name': 'Prem', 'character': 'Simon', 'role': 'ACTOR'}, {'person_id': 163433, 'name': 'Hareesh Peradi', 'character': 'Chetta', 'role': 'ACTOR'}, {'person_id': 241280, 'name': 'Achyuth Kumar', 'character': 'SP Surendar', 'role': 'ACTOR'}, {'person_id': 705552, 'name': 'Vivek Prasanna', 'character': 'Ravi', 'role': 'ACTOR'}, {'person_id': 607111, 'name': 'K. Manikandan', 'character': 'Santhanam', 'role': 'ACTOR'}, {'person_id': 4060, 'name': 'Amarendran Ramanan', 'character': 'Sangu', 'role': 'ACTOR'}, {'person_id': 244614, 'name': 'E. Ramadoss', 'character': 'Velraj', 'role': 'ACTOR'}, {'person_id': 230453, 'name': 'Rajkumar', 'character': 'Half Boil (Vedha Gang)', 'role': 'ACTOR'}, {'person_id': 958986, 'name': 'Gopi Kannadasan', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1785141, 'name': 'Gayathri', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 393149, 'name': 'Pushkar', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,"Gayathri, Pushkar"
3576,tm283907,"[{'person_id': 186266, 'name': 'Edvin Endre', 'character': 'Namejs', 'role': 'ACTOR'}, {'person_id': 245725, 'name': 'Aistė Diržiūtė', 'character': 'Lauga', 'role': 'ACTOR'}, {'person_id': 235190, 'name': 'James Bloor', 'character': 'Max von Buxhoeveden', 'role': 'ACTOR'}, {'person_id': 272695, 'name': 'Artūrs Skrastiņš', 'character': 'Pope', 'role': 'ACTOR'}, {'person_id': 816414, 'name': 'Dainis Grūbe', 'character': 'Pihto prince of Saaremaa', 'role': 'ACTOR'}, {'person_id': 1038931, 'name': 'Elīna Vāne', 'character': 'Queen Rama', 'role': 'ACTOR'}, {'person_id': 816423, 'name': 'Ivo Martinsons', 'character': 'Valdis', 'role': 'ACTOR'}, {'person_id': 410249, 'name': 'Egons Dombrovskis', 'character': 'Viesturs', 'role': 'ACTOR'}, {'person_id': 247447, 'name': 'Andris Keišs', 'character': 'Ulups', 'role': 'ACTOR'}, {'person_id': 328228, 'name': 'Jānis Amanis', 'character': 'Fulke', 'role': 'ACTOR'}, {'person_id': 1009460, 'name': 'Lauris Dzelzītis', 'character': 'Lemme', 'role': 'ACTOR'}, {'person_id': 816525, 'name': 'Anete Berķe', 'character': 'Gilla', 'role': 'ACTOR'}, {'person_id': 955909, 'name': 'Maya Arwen', 'character': 'Sigi', 'role': 'ACTOR'}, {'person_id': 328233, 'name': 'Gints Andžāns', 'character': 'Sakens', 'role': 'ACTOR'}, {'person_id': 118487, 'name': 'Juris Žagars', 'character': 'Traidenis', 'role': 'ACTOR'}, {'person_id': 673444, 'name': 'Kaspars Zāle', 'character': 'Birre', 'role': 'ACTOR'}, {'person_id': 140647, 'name': 'Christopher Dane', 'character': 'Ulups (voice)', 'role': 'ACTOR'}, {'person_id': 1009329, 'name': 'Toms Auniņš', 'character': 'Daugulis', 'role': 'ACTOR'}, {'person_id': 328238, 'name': 'Aigars Grauba', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",18.0,Aigars Grauba
3577,tm28411,"[{'person_id': 65605, 'name': 'Alexandra Paul', 'character': 'Emily Wendell', 'role': 'ACTOR'}, {'person_id': 4091, 'name': 'J. C. MacKenzie', 'character': 'Ted Wendell', 'role': 'ACTOR'}, {'person_id': 52359, 'name': 'Corey Sevier', 'character': 'Luke', 'role': 'ACTOR'}, {'person_id': 49381, 'name': 'Zoie Palmer', 'character': 'Tracy Duggins', 'role': 'ACTOR'}, {'person_id': 402023, 'name': 'Jane Spidell', 'character': 'Cindy Peale', 'role': 'ACTOR'}, {'person_id': 59057, 'name': 'Lisa Berry', 'character': 'Sarah', 'role': 'ACTOR'}, {'person_id': 38312, 'name': 'Deborah Odell', 'character': 'Lori Fusaro', 'role': 'ACTOR'}, {'person_id': 6617, 'name': 'Conrad Coates', 'character': 'Neil-Saint Armand', 'role': 'ACTOR'}, {'person_id': 402024, 'name': 'Olivia Palenstein', 'character': 'Dr. Isbell', 'role': 'ACTOR'}, {'person_id': 79728, 'name': 'Kristina Nicoll', 'character': 'Dr. Feldman', 'role': 'ACTOR'}, {'person_id': 74230, 'name': 'Timothy Bond', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",10.0,Timothy Bond
3578,tm28457,"[{'person_id': 12839, 'name': 'James Van Der Beek', 'character': 'Tom Russell', 'role': 'ACTOR'}, {'person_id': 3555, 'name': 'Ivana Miličević', 'character': 'Jean Raynor', 'role': 'ACTOR'}, {'person_id': 15114, 'name': 'Brad Hunt', 'character': 'Sam Raynor', 'role': 'ACTOR'}, {'person_id': 30563, 'name': 'Dee Wallace', 'character': 'Nora', 'role': 'ACTOR'}, {'person_id': 336472, 'name': 'Brittany Scobie', 'character': 'Claire', 'role': 'ACTOR'}, {'person_id': 30052, 'name': 'Joshua Close', 'character': 'Kip', 'role': 'ACTOR'}, {'person_id': 1729255, 'name': 'John P. Connolly', 'character': 'Sheriff Cal Stewart', 'role': 'ACTOR'}, {'person_id': 48787, 'name': 'Bradley Sawatzky', 'character': 'deputy Nathan Burgandy', 'role': 'ACTOR'}, {'person_id': 35588, 'name': 'Jon Ted Wynne', 'character': 'Dr. Jenkins', 'role': 'ACTOR'}, {'person_id': 71600, 'name': 'Arne MacPherson', 'character': 'David', 'role': 'ACTOR'}, {'person_id': 19594, 'name': 'Gene Pyrz', 'character': 'Jim', 'role': 'ACTOR'}, {'person_id': 398801, 'name': 'Hal Masonberg', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Hal Masonberg
